date,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth
19790101,7.0,52.0,2.3,-4.1,-7.5,0.4,101900.0,9.0
19790102,1.7,27.0,1.6,-2.6,-7.5,0.0,102530.0,8.0
19790103,0.0,13.0,1.3,-2.8,-7.2,0.0,102050.0,4.0
19790104,0.0,13.0,-0.3,-2.6,-6.5,0.0,100840.0,2.0
19790105,2.0,29.0,5.6,-0.8,-1.4,0.0,102250.0,1.0
19790106,3.8,39.0,8.3,-0.5,-6.6,0.7,102780.0,1.0
19790107,0.0,13.0,8.5,1.5,-5.3,5.2,102520.0,0.0
19790108,0.1,15.0,5.8,6.9,5.3,0.8,101870.0,0.0
19790109,5.8,50.0,5.2,3.7,1.6,7.2,101170.0,0.0
19790110,1.9,30.0,4.9,3.3,1.4,2.1,98700.0,0.0
19790111,6.8,55.0,2.9,2.6,0.3,2.3,98960.0,0.0
19790112,6.4,54.0,2.0,0.4,-2.0,0.0,100650.0,1.0
19790113,7.0,57.0,4.3,-2.6,-7.1,0.0,102350.0,1.0
19790114,0.0,14.0,6.7,-0.6,-5.6,0.8,102700.0,1.0
19790115,0.0,15.0,5.9,3.8,1.0,0.1,102990.0,0.0
19790116,0.0,15.0,2.6,5.0,4.1,3.9,103100.0,0.0
19790117,0.0,15.0,1.9,2.1,1.6,2.5,102220.0,0.0
19790118,0.0,15.0,3.0,0.8,-0.2,0.2,101860.0,0.0
19790119,0.0,16.0,7.2,0.8,-1.4,5.2,100910.0,0.0
19790120,0.0,16.0,3.5,3.1,-1.0,0.0,100920.0,0.0
19790121,0.0,16.0,1.5,0.0,-3.5,0.1,102170.0,0.0
19790122,0.0,16.0,0.3,-0.2,-1.8,6.2,101680.0,0.0
19790123,0.0,17.0,2.9,-1.0,-2.3,1.0,100970.0,6.0
19790124,4.8,54.0,5.6,-1.4,-5.6,1.4,101010.0,6.0
19790125,0.0,17.0,2.8,0.6,-4.5,5.3,99660.0,1.0
19790126,2.6,42.0,1.6,0.8,-1.1,0.1,99280.0,1.0
19790127,2.1,39.0,4.5,-1.8,-5.2,0.0,99770.0,0.0
19790128,3.1,47.0,4.8,0.0,-4.4,7.5,99470.0,0.0
19790129,1.0,31.0,4.0,1.9,-1.0,4.4,98920.0,0.0
19790130,0.8,30.0,7.3,0.7,-2.6,0.1,100070.0,0.0
19790131,1.6,38.0,9.1,2.1,-3.1,2.4,101390.0,0.0
19790201,0.0,19.0,4.0,5.2,1.2,10.1,99490.0,0.0
19790202,1.4,37.0,5.9,2.8,1.5,0.0,99890.0,0.0
19790203,8.7,85.0,4.5,0.9,-4.1,0.0,100770.0,0.0
19790204,0.1,23.0,6.0,1.6,-1.2,0.0,100060.0,0.0
19790205,0.8,33.0,4.0,3.7,1.4,0.0,100250.0,0.0
19790206,6.8,78.0,6.8,1.2,-1.6,9.0,101020.0,0.0
19790207,0.0,21.0,3.7,3.3,-0.2,0.4,99450.0,0.0
19790208,1.9,45.0,4.0,2.0,0.3,0.0,100740.0,0.0
19790209,0.0,22.0,3.5,2.4,0.8,0.0,100310.0,0.0
19790210,0.0,23.0,2.9,2.8,2.1,0.0,99730.0,0.0
19790211,0.0,23.0,5.4,2.4,1.9,4.4,99170.0,0.0
19790212,0.1,27.0,8.1,2.8,0.3,6.7,98430.0,1.0
19790213,0.0,24.0,0.2,4.2,0.3,9.1,98130.0,0.0
19790214,2.4,54.0,-0.8,-0.2,-0.7,0.0,99380.0,1.0
19790215,0.0,25.0,0.6,-2.2,-3.7,0.1,100830.0,0.0
19790216,0.0,25.0,-0.8,-1.2,-3.1,0.0,102270.0,1.0
19790217,0.0,26.0,0.7,-1.2,-1.5,0.0,102180.0,0.0
19790218,0.0,26.0,1.9,-0.6,-1.8,0.0,101970.0,0.0
19790219,0.0,27.0,2.8,0.5,-0.9,0.1,102530.0,0.0
19790220,0.0,27.0,3.6,1.6,0.3,0.0,103010.0,0.0
19790221,0.0,28.0,7.4,2.1,0.6,0.6,102640.0,0.0
19790222,2.6,63.0,8.7,4.3,1.2,1.8,102790.0,0.0
19790223,7.4,104.0,5.5,4.4,0.2,0.0,103430.0,0.0
19790224,1.9,58.0,6.9,2.9,0.3,0.0,104130.0,0.0
19790225,8.1,112.0,6.7,1.8,-3.4,0.0,104270.0,0.0
19790226,4.2,82.0,8.9,1.6,-3.4,0.0,103590.0,0.0
19790227,4.4,85.0,6.1,3.7,-1.5,0.8,102090.0,0.0
19790228,2.1,64.0,9.7,4.4,2.7,0.9,100040.0,0.0
19790301,6.4,115.0,11.9,3.5,-2.7,0.2,101100.0,0.0
19790302,0.0,35.0,12.6,6.8,1.6,0.0,101640.0,0.0
19790303,0.1,40.0,10.5,11.0,9.4,5.3,101850.0,0.0
19790304,8.7,140.0,11.0,7.4,4.3,0.0,102410.0,0.0
19790305,6.4,121.0,9.0,5.4,-0.1,0.0,102730.0,0.0
19790306,3.7,95.0,9.4,6.3,3.6,2.8,100950.0,0.0
19790307,7.4,133.0,10.5,5.6,1.9,0.0,100800.0,0.0
19790308,5.1,113.0,11.0,5.6,0.7,8.0,101590.0,0.0
19790309,1.6,72.0,11.5,7.8,4.5,3.1,99940.0,0.0
19790310,0.0,40.0,13.8,5.8,0.0,3.8,100740.0,0.0
19790311,0.2,48.0,10.7,8.2,2.7,0.0,100110.0,0.0
19790312,4.8,115.0,4.9,7.2,3.7,1.1,100880.0,0.0
19790313,0.0,42.0,3.8,4.6,4.4,20.3,100800.0,0.0
19790314,0.0,43.0,2.5,2.8,1.8,0.5,100580.0,0.0
19790315,0.0,43.0,1.3,1.8,1.2,3.1,100020.0,0.0
19790316,0.0,44.0,6.9,0.7,0.1,11.8,99160.0,0.0
19790317,4.3,116.0,9.1,3.5,0.1,0.3,99460.0,1.0
19790318,4.4,119.0,6.1,5.1,1.1,0.7,99970.0,0.0
19790319,0.2,54.0,11.0,4.2,2.4,1.0,100230.0,0.0
19790320,4.0,116.0,8.5,7.0,3.0,2.4,99550.0,0.0
19790321,6.7,149.0,9.6,5.7,2.9,3.3,99490.0,0.0
19790322,6.0,143.0,9.2,5.0,0.5,0.1,100520.0,0.0
19790323,10.7,194.0,11.5,3.1,-3.0,0.0,101660.0,0.0
19790324,7.0,158.0,15.3,5.0,-1.6,9.1,101330.0,0.0
19790325,0.7,70.0,8.0,10.2,5.0,0.2,99040.0,0.0
19790326,1.4,85.0,11.3,6.2,4.3,5.4,98870.0,0.0
19790327,5.8,148.0,8.1,7.2,3.0,4.2,98270.0,0.0
19790328,3.1,114.0,7.6,4.8,1.4,4.1,98400.0,0.0
19790329,0.7,74.0,7.6,4.8,1.9,3.3,99540.0,0.0
19790330,0.0,53.0,10.6,5.5,3.4,0.7,101330.0,0.0
19790331,0.2,62.0,11.6,5.4,0.3,0.1,101270.0,0.0
19790401,2.7,112.0,8.3,8.0,4.5,2.8,100890.0,0.0
19790402,3.4,124.0,8.6,4.4,0.5,3.0,100240.0,0.0
19790403,3.1,121.0,7.9,3.8,-1.1,0.0,99910.0,0.0
19790404,2.7,116.0,8.0,4.0,0.0,0.0,100270.0,0.0
19790405,2.1,107.0,7.9,4.0,0.0,0.1,100920.0,0.0
19790406,0.1,63.0,9.8,3.1,-1.7,0.0,101170.0,0.0
19790407,2.3,112.0,9.3,5.8,1.8,28.5,101230.0,0.0
19790408,0.0,58.0,13.7,6.8,4.2,7.8,101100.0,0.0
19790409,1.8,105.0,16.1,9.5,5.3,0.0,100480.0,0.0
19790410,1.3,96.0,15.9,11.8,7.5,8.4,99850.0,0.0
19790411,5.1,159.0,12.8,13.1,10.3,0.2,99720.0,0.0
19790412,4.8,156.0,17.5,10.1,7.4,1.9,100420.0,0.0
19790413,5.9,173.0,21.7,12.8,8.0,0.0,101140.0,0.0
19790414,9.4,219.0,22.4,15.2,8.6,0.0,101360.0,0.0
19790415,8.1,205.0,15.2,15.3,8.2,0.0,102270.0,0.0
19790416,9.9,228.0,9.0,11.3,7.4,0.0,102730.0,0.0
19790417,0.0,64.0,13.2,7.3,5.6,0.0,102910.0,0.0
19790418,10.9,243.0,14.5,7.2,1.2,0.0,103120.0,0.0
19790419,0.7,90.0,12.7,10.2,5.9,1.4,102630.0,0.0
19790420,2.4,126.0,12.3,10.6,8.4,0.0,101980.0,0.0
19790421,0.3,80.0,13.5,8.0,3.7,0.0,101370.0,0.0
19790422,4.3,160.0,13.5,8.7,3.9,5.0,100750.0,0.0
19790423,0.4,84.0,11.5,11.0,8.4,11.6,99390.0,0.0
19790424,2.9,139.0,11.4,9.0,6.5,0.9,99640.0,0.0
19790425,5.8,186.0,12.0,7.4,3.5,2.9,100740.0,0.0
19790426,5.5,182.0,12.0,8.6,5.2,0.1,101940.0,0.0
19790427,2.8,139.0,12.6,9.3,6.6,2.4,102830.0,0.0
19790428,0.8,98.0,13.9,9.8,6.9,0.4,101900.0,0.0
19790429,0.1,76.0,10.9,8.0,2.1,0.1,101240.0,0.0
19790430,6.7,204.0,7.5,8.2,5.5,0.1,100820.0,0.0
19790501,0.3,86.0,8.0,5.6,3.8,14.2,100280.0,0.0
19790502,7.2,214.0,10.0,4.6,1.1,1.4,100480.0,0.0
19790503,9.4,245.0,9.1,4.6,-0.9,0.0,100930.0,0.0
19790504,9.9,252.0,11.1,4.4,-0.3,0.4,101590.0,0.0
19790505,9.1,243.0,12.4,6.4,1.7,0.0,102060.0,0.0
19790506,8.8,240.0,15.0,6.7,1.0,0.0,102340.0,0.0
19790507,5.9,199.0,16.0,9.4,3.9,0.0,102110.0,0.0
19790508,3.2,156.0,15.6,11.2,6.4,0.0,101960.0,0.0
19790509,8.4,237.0,13.6,10.0,4.5,0.0,102300.0,0.0
19790510,0.5,97.0,16.1,10.4,7.3,17.8,102700.0,0.0
19790511,0.1,82.0,20.8,12.6,9.2,0.4,102230.0,0.0
19790512,4.9,188.0,23.4,16.0,11.2,0.0,103000.0,0.0
19790513,13.0,301.0,26.1,17.4,11.5,0.0,103160.0,0.0
19790514,14.2,311.0,26.2,18.5,10.9,0.0,102810.0,0.0
19790515,13.4,308.0,22.5,19.6,12.9,0.0,101770.0,0.0
19790516,6.7,219.0,15.2,17.4,12.4,1.1,100410.0,0.0
19790517,10.0,266.0,16.0,11.8,8.5,0.2,100130.0,0.0
19790518,10.7,276.0,17.2,12.2,8.3,0.0,100910.0,0.0
19790519,14.3,303.0,14.0,10.9,4.6,0.5,101780.0,0.0
19790520,0.0,79.0,15.1,11.2,8.5,15.5,100650.0,0.0
19790521,6.3,216.0,15.8,11.8,8.4,7.1,100470.0,0.0
19790522,8.7,252.0,14.3,11.7,7.6,3.9,100790.0,0.0
19790523,6.0,212.0,14.6,11.8,9.4,1.3,100440.0,0.0
19790524,10.0,271.0,13.4,11.0,7.3,5.7,100620.0,0.0
19790525,8.5,251.0,15.5,9.4,5.4,5.6,100560.0,0.0
19790526,0.9,115.0,15.9,11.0,6.6,5.6,100080.0,0.0
19790527,3.3,168.0,15.9,11.3,6.7,0.0,100520.0,0.0
19790528,1.3,126.0,18.6,11.6,7.2,4.2,100910.0,0.0
19790529,3.3,169.0,20.1,15.8,13.0,0.1,101160.0,0.0
19790530,1.7,136.0,16.2,16.1,12.1,2.0,101390.0,0.0
19790531,0.6,108.0,18.7,13.8,11.5,0.0,101700.0,0.0
19790601,6.8,230.0,21.2,13.6,8.4,1.9,102750.0,0.0
19790602,5.9,216.0,19.2,16.4,11.5,0.0,102760.0,0.0
19790603,2.0,145.0,19.3,15.0,10.8,0.0,102290.0,0.0
19790604,0.0,80.0,20.4,15.9,12.5,0.0,101790.0,0.0
19790605,6.2,222.0,16.7,16.5,12.6,0.0,101830.0,0.0
19790606,7.3,239.0,14.4,12.5,8.3,0.0,101870.0,0.0
19790607,2.5,157.0,17.2,12.0,9.5,5.7,101790.0,0.0
19790608,3.8,182.0,18.7,12.2,7.3,0.0,101740.0,0.0
19790609,0.3,98.0,17.9,15.4,12.2,0.0,101720.0,0.0
19790610,2.5,157.0,16.2,15.0,12.1,4.0,101930.0,0.0
19790611,0.2,94.0,15.4,13.0,9.7,0.1,102020.0,0.0
19790612,0.0,81.0,18.1,12.4,9.4,7.9,101940.0,0.0
19790613,0.6,110.0,16.4,15.3,12.5,7.2,101150.0,0.0
19790614,1.2,127.0,16.1,14.4,12.5,2.1,100630.0,0.0
19790615,3.2,172.0,19.2,11.8,7.4,4.5,100650.0,0.0
19790616,5.8,218.0,20.7,14.6,9.9,0.0,102150.0,0.0
19790617,0.6,110.0,22.6,17.0,13.3,0.0,102920.0,0.0
19790618,6.2,224.0,25.5,18.7,14.8,0.0,102960.0,0.0
19790619,9.8,277.0,25.8,19.0,12.6,0.0,102570.0,0.0
19790620,11.3,297.0,19.4,19.0,12.2,0.0,102030.0,0.0
19790621,0.6,110.0,20.1,17.0,14.6,0.9,101500.0,0.0
19790622,15.0,343.0,19.5,15.2,10.3,0.0,101730.0,0.0
19790623,6.1,223.0,16.6,14.9,10.3,0.0,101270.0,0.0
19790624,5.5,213.0,18.5,13.8,11.0,1.2,100720.0,0.0
19790625,8.6,260.0,19.9,14.0,9.5,2.1,101250.0,0.0
19790626,7.5,244.0,21.4,15.2,10.5,0.0,101640.0,0.0
19790627,5.9,219.0,20.8,16.0,10.6,0.0,101970.0,0.0
19790628,9.3,269.0,17.6,15.5,10.2,0.0,102070.0,0.0
19790629,5.5,212.0,16.6,15.8,13.9,0.0,101890.0,0.0
19790630,0.1,89.0,18.5,14.1,11.6,0.0,102260.0,0.0
19790701,3.6,179.0,18.7,13.8,9.0,0.0,102510.0,0.0
19790702,4.7,198.0,22.1,15.1,11.5,0.0,102390.0,0.0
19790703,7.1,236.0,23.4,16.9,11.7,0.0,102470.0,0.0
19790704,6.3,224.0,25.5,18.4,13.4,0.0,102840.0,0.0
19790705,12.5,285.0,25.1,19.3,13.1,0.0,102970.0,0.0
19790706,8.5,256.0,21.9,19.6,14.1,0.0,102680.0,0.0
19790707,5.5,210.0,23.1,17.6,13.4,0.0,102140.0,0.0
19790708,5.6,212.0,20.8,18.0,13.0,0.5,101970.0,0.0
19790709,8.1,249.0,22.0,18.6,16.5,0.0,101820.0,0.0
19790710,8.6,256.0,20.8,17.2,12.4,0.0,102370.0,0.0
19790711,0.6,107.0,25.1,17.4,14.0,0.0,102180.0,0.0
19790712,13.0,304.0,26.2,18.4,11.6,0.0,101840.0,0.0
19790713,10.3,278.0,22.1,19.3,12.4,0.0,102060.0,0.0
19790714,11.2,289.0,21.1,17.6,13.0,0.0,102640.0,0.0
19790715,4.5,190.0,23.6,18.3,15.5,0.0,102730.0,0.0
19790716,3.1,165.0,26.7,17.8,12.1,0.0,102370.0,0.0
19790717,11.9,296.0,21.8,20.0,13.4,0.0,102030.0,0.0
19790718,0.6,105.0,17.7,18.9,16.0,0.0,101360.0,0.0
19790719,0.7,108.0,21.5,15.8,14.0,0.0,101400.0,0.0
19790720,8.7,252.0,19.5,17.6,13.6,0.0,101450.0,0.0
19790721,3.5,170.0,18.1,16.2,13.0,0.0,101380.0,0.0
19790722,0.1,84.0,18.7,13.8,9.4,0.0,102260.0,0.0
19790723,0.4,97.0,21.1,15.8,12.9,0.0,102440.0,0.0
19790724,2.3,145.0,25.2,16.7,12.3,8.5,102050.0,0.0
19790725,5.8,206.0,27.1,18.9,12.6,0.0,101860.0,0.0
19790726,10.7,274.0,29.9,20.2,13.2,0.0,101970.0,0.0
19790727,11.3,280.0,27.4,22.2,14.6,0.0,102060.0,0.0
19790728,5.8,204.0,19.8,21.9,16.4,8.0,101890.0,0.0
19790729,0.9,110.0,21.5,18.6,17.3,0.1,101070.0,0.0
19790730,0.7,103.0,20.8,17.8,14.1,2.4,100830.0,0.0
19790731,5.9,203.0,23.1,17.8,14.8,2.2,100220.0,0.0
19790801,6.1,205.0,21.6,18.6,14.1,0.0,100070.0,0.0
19790802,5.3,192.0,20.0,17.8,14.0,1.0,100530.0,0.0
19790803,4.2,174.0,21.6,17.0,14.0,3.0,101320.0,0.0
19790804,7.2,219.0,22.5,17.9,14.2,0.0,102030.0,0.0
19790805,9.7,251.0,24.8,17.0,11.4,0.0,101900.0,0.0
19790806,5.5,192.0,23.1,19.2,13.6,0.2,101360.0,0.0
19790807,3.2,153.0,20.1,19.6,16.1,0.0,100740.0,0.0
19790808,2.7,144.0,20.1,15.7,11.3,11.0,101090.0,0.0
19790809,3.3,154.0,20.0,16.6,13.0,3.1,100340.0,0.0
19790810,5.5,188.0,23.6,15.0,9.9,0.3,101470.0,0.0
19790811,5.5,187.0,25.0,19.3,15.0,0.9,101570.0,0.0
19790812,1.5,116.0,21.5,20.6,16.3,0.0,101800.0,0.0
19790813,0.2,79.0,20.4,19.2,16.9,1.2,101450.0,0.0
19790814,8.1,220.0,21.3,18.6,16.7,0.0,100190.0,0.0
19790815,9.1,232.0,21.0,16.0,10.7,0.0,101210.0,0.0
19790816,6.2,192.0,18.3,15.4,9.8,5.8,101370.0,0.0
19790817,0.7,93.0,18.2,16.0,13.7,2.3,100550.0,0.0
19790818,0.1,72.0,19.8,15.4,12.7,0.0,101440.0,0.0
19790819,0.6,89.0,22.8,16.6,13.4,0.0,101680.0,0.0
19790820,6.4,190.0,19.8,17.4,11.9,2.3,101820.0,0.0
19790821,9.9,233.0,19.6,16.6,13.4,0.2,101480.0,0.0
19790822,8.1,210.0,16.1,14.8,10.0,0.0,101380.0,0.0
19790823,5.4,173.0,16.9,12.4,8.8,2.1,100820.0,0.0
19790824,2.7,130.0,18.3,13.3,9.7,0.0,100940.0,0.0
19790825,2.5,126.0,18.7,13.2,8.0,0.0,101080.0,0.0
19790826,7.4,196.0,17.4,14.6,10.5,0.0,101520.0,0.0
19790827,8.3,205.0,21.8,13.4,9.4,0.0,102080.0,0.0
19790828,12.5,251.0,23.9,13.8,5.7,0.0,102530.0,0.0
19790829,12.0,244.0,26.0,16.4,9.0,0.0,102560.0,0.0
19790830,10.6,227.0,23.1,18.8,11.7,0.0,102090.0,0.0
19790831,0.8,86.0,22.8,18.0,13.0,0.0,102000.0,0.0
19790901,4.6,145.0,21.6,19.1,15.4,3.6,101790.0,0.0
19790902,6.3,166.0,19.4,18.3,15.0,0.9,101410.0,0.0
19790903,1.6,97.0,21.7,16.2,13.1,0.0,101660.0,0.0
19790904,8.0,182.0,23.6,16.1,10.5,0.0,102500.0,0.0
19790905,11.3,215.0,25.9,16.8,10.0,0.0,101980.0,0.0
19790906,8.5,185.0,21.9,19.2,12.6,0.0,101150.0,0.0
19790907,8.6,184.0,24.3,17.2,12.5,0.0,101770.0,0.0
19790908,5.9,153.0,21.8,17.9,11.5,0.0,101870.0,0.0
19790909,3.7,124.0,21.2,18.5,15.2,0.0,101990.0,0.0
19790910,3.9,125.0,23.2,17.7,14.2,0.0,102460.0,0.0
19790911,9.5,187.0,17.4,16.8,10.3,0.0,102250.0,0.0
19790912,2.4,102.0,18.5,13.6,9.8,0.0,101910.0,0.0
19790913,9.9,187.0,18.2,15.4,12.4,0.0,101880.0,0.0
19790914,7.1,157.0,17.4,11.4,4.7,0.0,102260.0,0.0
19790915,10.6,190.0,20.2,11.7,6.0,0.0,102860.0,0.0
19790916,11.2,194.0,21.2,13.6,6.9,0.0,102530.0,0.0
19790917,5.2,132.0,20.4,15.4,9.6,0.0,101540.0,0.0
19790918,0.0,46.0,18.3,16.3,12.2,5.5,101230.0,0.0
19790919,0.0,46.0,17.6,17.4,16.4,7.0,101340.0,0.0
19790920,10.9,184.0,15.5,14.2,10.7,0.0,101240.0,0.0
19790921,6.4,139.0,14.2,10.5,5.5,3.3,101680.0,0.0
19790922,9.3,166.0,14.7,9.2,4.3,0.0,102230.0,0.0
19790923,0.5,59.0,16.6,9.5,4.3,0.3,102270.0,0.0
19790924,7.9,149.0,18.6,12.1,7.6,0.0,102350.0,0.0
19790925,0.6,60.0,21.0,13.5,8.4,0.0,102100.0,0.0
19790926,1.4,73.0,17.7,17.2,13.5,0.2,101880.0,0.0
19790927,6.5,131.0,17.4,15.4,13.2,0.0,102590.0,0.0
19790928,7.4,138.0,17.1,12.5,7.6,0.0,103190.0,0.0
19790929,6.9,132.0,18.7,12.0,6.8,0.0,102800.0,0.0
19790930,1.5,71.0,19.0,14.4,10.1,0.0,102070.0,0.0
19791001,4.6,107.0,20.5,14.3,9.6,0.0,101850.0,0.0
19791002,6.3,122.0,20.1,13.6,6.7,0.0,101820.0,0.0
19791003,0.7,55.0,17.0,15.7,11.3,0.9,101170.0,0.0
19791004,1.8,71.0,17.1,15.6,14.3,0.0,100500.0,0.0
19791005,9.1,141.0,18.8,11.6,6.1,0.0,100880.0,0.0
19791006,5.4,108.0,19.9,13.2,7.7,2.1,100920.0,0.0
19791007,5.7,109.0,21.7,15.9,11.9,0.0,101140.0,0.0
19791008,5.3,104.0,21.1,16.3,10.9,10.5,101390.0,0.0
19791009,3.9,90.0,16.7,18.2,15.2,9.1,100910.0,0.0
19791010,0.0,33.0,18.4,15.6,14.4,11.9,100280.0,0.0
19791011,7.1,115.0,19.2,14.4,10.5,0.1,100310.0,0.0
19791012,6.0,105.0,18.1,14.6,10.0,0.3,99820.0,0.0
19791013,2.4,70.0,17.3,15.6,13.0,0.0,99350.0,0.0
19791014,5.3,96.0,17.9,13.1,8.9,0.0,99510.0,0.0
19791015,2.7,71.0,16.0,12.4,7.0,0.0,99970.0,0.0
19791016,3.1,74.0,16.0,12.6,9.2,0.0,101160.0,0.0
19791017,1.7,58.0,15.8,12.6,9.1,1.0,102210.0,0.0
19791018,9.5,121.0,18.0,12.2,8.6,0.0,102730.0,0.0
19791019,5.7,93.0,14.4,13.4,8.8,0.0,102560.0,0.0
19791020,0.6,41.0,15.0,12.4,10.5,0.0,102690.0,0.0
19791021,3.7,74.0,13.8,10.6,6.3,0.0,102730.0,0.0
19791022,3.9,74.0,11.8,11.2,8.5,0.0,102300.0,0.0
19791023,4.3,77.0,13.7,9.0,6.1,0.0,101820.0,0.0
19791024,2.3,58.0,13.6,10.8,7.8,7.3,101330.0,0.0
19791025,0.0,26.0,12.9,11.6,9.6,18.8,100710.0,0.0
19791026,0.0,25.0,12.4,11.6,10.2,3.1,100740.0,0.0
19791027,6.1,85.0,10.6,9.1,5.8,0.0,100950.0,0.0
19791028,4.3,71.0,12.1,5.8,0.9,0.0,100830.0,0.0
19791029,8.0,95.0,14.3,7.7,3.3,0.0,100930.0,0.0
19791030,0.0,24.0,14.9,8.5,2.7,3.6,101050.0,0.0
19791031,5.4,76.0,13.9,11.2,7.5,0.0,100710.0,0.0
19791101,3.6,62.0,13.2,10.0,6.2,0.0,101480.0,0.0
19791102,7.6,87.0,15.1,7.5,1.8,5.4,102630.0,0.0
19791103,0.0,22.0,15.1,9.9,4.7,0.3,102310.0,0.0
19791104,0.0,22.0,12.5,12.8,10.6,0.8,101320.0,0.0
19791105,4.9,67.0,13.1,10.0,7.4,3.4,100580.0,0.0
19791106,0.1,24.0,13.8,10.8,8.6,4.8,100010.0,0.0
19791107,0.0,21.0,9.6,10.2,6.5,3.6,100200.0,0.0
19791108,0.0,20.0,9.5,6.8,4.0,0.6,100510.0,0.0
19791109,5.5,67.0,9.1,6.2,2.8,2.3,100930.0,0.0
19791110,7.5,77.0,11.0,3.6,-1.8,0.0,102230.0,0.0
19791111,0.2,24.0,7.4,5.7,0.4,9.2,101740.0,0.0
19791112,3.4,51.0,6.5,5.6,3.7,0.0,100810.0,0.0
19791113,6.2,67.0,7.3,2.4,-1.8,2.6,100890.0,0.0
19791114,0.1,21.0,5.8,3.3,-0.7,1.2,99310.0,0.0
19791115,0.1,21.0,6.2,4.4,3.1,1.4,99210.0,0.0
19791116,0.0,18.0,8.5,4.4,2.5,0.5,99890.0,0.0
19791117,0.0,17.0,10.0,4.8,1.2,0.9,100840.0,0.0
19791118,6.5,64.0,9.8,6.0,2.0,0.0,100570.0,0.0
19791119,2.3,39.0,6.4,6.2,2.5,0.0,101710.0,0.0
19791120,0.0,17.0,6.4,3.4,0.5,0.0,102950.0,0.0
19791121,0.0,16.0,10.2,3.0,-0.4,0.2,103390.0,0.0
19791122,0.0,16.0,11.3,5.0,-0.3,0.1,102890.0,0.0
19791123,0.2,20.0,8.5,8.8,6.2,0.1,102160.0,0.0
19791124,5.6,55.0,14.0,4.4,0.2,0.0,102200.0,0.0
19791125,0.0,15.0,15.0,7.6,1.3,0.0,102110.0,0.0
19791126,0.0,15.0,14.5,11.3,7.6,10.8,101530.0,0.0
19791127,0.2,19.0,12.9,11.2,8.0,0.0,102290.0,0.0
19791128,2.4,36.0,12.4,11.4,9.8,0.0,102590.0,0.0
19791129,1.1,27.0,14.4,8.2,4.0,0.1,102270.0,0.0
19791130,0.6,22.0,13.5,10.0,5.6,0.0,101670.0,0.0
19791201,2.9,36.0,14.2,11.2,9.0,0.0,101950.0,0.0
19791202,0.0,13.0,13.3,11.8,9.4,0.6,101870.0,0.0
19791203,3.1,36.0,14.1,10.4,7.6,0.0,102150.0,0.0
19791204,0.7,21.0,15.6,9.8,5.6,0.0,102280.0,0.0
19791205,0.0,13.0,14.7,12.2,8.8,4.1,101550.0,0.0
19791206,0.0,13.0,13.6,11.7,8.7,0.0,102250.0,0.0
19791207,0.0,13.0,11.7,11.9,10.2,1.8,101440.0,0.0
19791208,0.0,13.0,14.3,11.2,10.7,2.0,100880.0,0.0
19791209,0.4,18.0,11.2,11.4,8.4,8.6,99490.0,0.0
19791210,3.8,38.0,8.4,9.6,8.0,6.7,98860.0,0.0
19791211,0.0,12.0,11.9,7.6,6.7,0.7,99040.0,0.0
19791212,0.0,12.0,11.7,6.8,1.8,2.0,101150.0,0.0
19791213,3.0,33.0,11.4,7.5,3.3,13.8,100200.0,0.0
19791214,4.4,40.0,8.0,7.9,4.4,3.7,99130.0,0.0
19791215,0.8,20.0,10.5,6.8,5.7,0.3,98480.0,0.0
19791216,0.4,17.0,8.0,6.8,3.0,0.0,100480.0,0.0
19791217,0.2,15.0,6.7,5.7,3.4,0.2,100620.0,0.0
19791218,0.3,16.0,5.3,5.3,3.9,3.1,101040.0,0.0
19791219,3.4,35.0,5.0,3.6,1.9,0.4,101770.0,0.0
19791220,2.3,29.0,3.9,3.4,1.7,0.0,102450.0,0.0
19791221,2.9,32.0,3.2,2.8,1.7,1.6,102040.0,0.0
19791222,0.0,12.0,2.7,1.3,-0.6,0.7,100910.0,1.0
19791223,0.0,12.0,4.8,2.0,1.3,0.2,100290.0,0.0
19791224,0.0,12.0,5.3,2.7,0.6,0.0,101290.0,0.0
19791225,5.4,44.0,7.8,0.4,-4.4,0.1,102320.0,0.0
19791226,0.5,18.0,11.2,1.8,-4.2,4.3,102320.0,0.0
19791227,0.0,12.0,7.1,6.9,2.6,35.6,100380.0,0.0
19791228,2.0,28.0,6.2,4.1,1.1,0.2,100250.0,0.0
19791229,5.5,45.0,4.4,4.0,1.7,0.1,101536.6055943144,0.0
19791230,2.2,29.0,4.3,1.8,-0.8,0.0,100350.0,0.0
19791231,5.4,45.0,1.0,1.4,-1.5,0.0,101380.0,0.0
19800101,0.1,14.0,2.3,-1.8,-4.6,0.0,101400.0,0.0
19800102,6.7,51.0,10.9,-1.8,-6.0,0.2,102440.0,0.0
19800103,0.0,13.0,9.7,2.6,-5.7,9.9,101850.0,0.0
19800104,3.8,39.0,8.0,5.2,0.8,0.0,100510.0,0.0
19800105,1.0,23.0,8.4,4.8,1.6,0.0,100660.0,0.0
19800106,3.2,36.0,6.5,5.8,3.3,0.0,101120.0,0.0
19800107,0.7,21.0,5.0,5.2,3.9,0.0,101730.0,0.0
19800108,0.0,13.0,4.9,3.8,2.6,0.1,102230.0,0.0
19800109,0.4,19.0,3.9,2.6,0.3,0.0,101980.0,0.0
